datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,day,hour,month,year
2011-04-21 04:00:00,2,0,1,2,18.04,21.97,54,30.0026,21,4,4,2011
2011-04-21 05:00:00,2,0,1,2,17.22,21.21,54,36.9974,21,5,4,2011
2011-04-21 06:00:00,2,0,1,2,16.4,20.455,58,39.0007,21,6,4,2011
2011-04-21 07:00:00,2,0,1,2,17.22,21.21,47,31.0009,21,7,4,2011
2011-04-21 08:00:00,2,0,1,2,16.4,20.455,50,32.9975,21,8,4,2011
2011-04-21 09:00:00,2,0,1,2,17.22,21.21,47,19.0012,21,9,4,2011
2011-04-21 10:00:00,2,0,1,1,17.22,21.21,44,23.9994,21,10,4,2011
2011-04-21 11:00:00,2,0,1,1,18.04,21.97,41,19.0012,21,11,4,2011
2011-04-21 12:00:00,2,0,1,1,18.86,22.725,38,11.0014,21,12,4,2011
2011-04-21 13:00:00,2,0,1,1,19.68,23.485,33,22.0028,21,13,4,2011
2011-04-21 14:00:00,2,0,1,1,20.5,24.24,34,26.0027,21,14,4,2011
2011-04-21 15:00:00,2,0,1,1,21.32,25.0,29,27.9993,21,15,4,2011
2011-04-21 16:00:00,2,0,1,1,21.32,25.0,27,23.9994,21,16,4,2011
2011-04-21 17:00:00,2,0,1,1,20.5,24.24,29,11.0014,21,17,4,2011
2011-04-21 18:00:00,2,0,1,1,20.5,24.24,25,19.0012,21,18,4,2011
2011-04-21 19:00:00,2,0,1,1,18.86,22.725,28,19.0012,21,19,4,2011
2011-04-21 20:00:00,2,0,1,1,18.04,21.97,30,8.9981,21,20,4,2011
2011-04-21 21:00:00,2,0,1,1,17.22,21.21,47,12.998,21,21,4,2011
2011-04-21 22:00:00,2,0,1,1,17.22,21.21,38,6.0032,21,22,4,2011
2011-04-21 23:00:00,2,0,1,1,16.4,20.455,43,7.0015,21,23,4,2011
2011-04-22 00:00:00,2,0,1,1,14.76,17.425,62,12.998,22,0,4,2011
2011-04-22 01:00:00,2,0,1,1,14.76,16.665,53,16.9979,22,1,4,2011
2011-04-22 02:00:00,2,0,1,1,14.76,16.665,53,19.9995,22,2,4,2011
2011-04-22 03:00:00,2,0,1,1,14.76,16.665,53,19.9995,22,3,4,2011
2011-04-22 04:00:00,2,0,1,1,13.94,15.91,53,19.0012,22,4,4,2011
2011-04-22 05:00:00,2,0,1,1,13.94,15.91,53,15.0013,22,5,4,2011
2011-04-22 06:00:00,2,0,1,1,13.94,15.91,53,19.0012,22,6,4,2011
2011-04-22 07:00:00,2,0,1,2,13.94,15.91,53,19.0012,22,7,4,2011
2011-04-22 08:00:00,2,0,1,2,13.94,15.91,53,16.9979,22,8,4,2011
2011-04-22 09:00:00,2,0,1,3,13.94,15.15,61,19.9995,22,9,4,2011
2011-04-22 10:00:00,2,0,1,2,14.76,17.425,62,12.998,22,10,4,2011
2011-04-22 11:00:00,2,0,1,3,13.94,16.665,66,12.998,22,11,4,2011
2011-04-22 12:00:00,2,0,1,3,13.94,16.665,76,8.9981,22,12,4,2011
2011-04-22 13:00:00,2,0,1,3,13.94,16.665,87,12.998,22,13,4,2011
2011-04-22 14:00:00,2,0,1,3,13.94,15.91,87,16.9979,22,14,4,2011
2011-04-22 15:00:00,2,0,1,3,13.94,16.665,87,12.998,22,15,4,2011
2011-04-22 16:00:00,2,0,1,3,13.94,16.665,87,8.9981,22,16,4,2011
2011-04-22 17:00:00,2,0,1,3,13.12,15.15,93,15.0013,22,17,4,2011
2011-04-22 18:00:00,2,0,1,3,13.12,15.15,93,15.0013,22,18,4,2011
2011-04-22 19:00:00,2,0,1,3,13.12,15.15,93,15.0013,22,19,4,2011
2011-04-22 20:00:00,2,0,1,3,13.12,15.15,87,15.0013,22,20,4,2011
2011-04-22 21:00:00,2,0,1,3,12.3,15.15,93,11.0014,22,21,4,2011
2011-04-22 22:00:00,2,0,1,3,12.3,15.15,100,8.9981,22,22,4,2011
2011-04-22 23:00:00,2,0,1,3,13.12,16.665,93,7.0015,22,23,4,2011
2011-04-23 00:00:00,2,0,0,2,13.12,15.91,100,12.998,23,0,4,2011
2011-04-23 01:00:00,2,0,0,2,13.12,15.91,100,12.998,23,1,4,2011
2011-04-23 02:00:00,2,0,0,3,13.12,16.665,100,8.9981,23,2,4,2011
2011-04-23 03:00:00,2,0,0,3,13.12,16.665,100,6.0032,23,3,4,2011
2011-04-23 04:00:00,2,0,0,3,13.94,18.18,100,0.0,23,4,4,2011
2011-04-23 05:00:00,2,0,0,3,13.94,18.18,100,0.0,23,5,4,2011
2011-04-23 06:00:00,2,0,0,2,13.94,16.665,100,11.0014,23,6,4,2011
2011-04-23 07:00:00,2,0,0,3,13.94,16.665,100,11.0014,23,7,4,2011
2011-04-23 08:00:00,2,0,0,2,14.76,16.665,100,16.9979,23,8,4,2011
2011-04-23 09:00:00,2,0,0,2,15.58,19.695,94,19.9995,23,9,4,2011
2011-04-23 10:00:00,2,0,0,2,17.22,21.21,88,15.0013,23,10,4,2011
2011-04-23 11:00:00,2,0,0,2,18.86,22.725,88,15.0013,23,11,4,2011
2011-04-23 12:00:00,2,0,0,1,21.32,25.0,83,27.9993,23,12,4,2011
2011-04-23 13:00:00,2,0,0,1,21.32,25.0,83,26.0027,23,13,4,2011
2011-04-23 14:00:00,2,0,0,1,23.78,27.275,78,23.9994,23,14,4,2011
2011-04-23 15:00:00,2,0,0,1,24.6,29.545,73,26.0027,23,15,4,2011
2011-04-23 16:00:00,2,0,0,1,24.6,29.545,73,19.0012,23,16,4,2011
2011-04-23 17:00:00,2,0,0,1,24.6,29.545,73,22.0028,23,17,4,2011
2011-04-23 18:00:00,2,0,0,1,23.78,27.275,78,12.998,23,18,4,2011
2011-04-23 19:00:00,2,0,0,1,22.96,26.515,83,19.0012,23,19,4,2011
2011-04-23 20:00:00,2,0,0,2,22.14,25.76,88,16.9979,23,20,4,2011
2011-04-23 21:00:00,2,0,0,2,22.96,26.515,83,19.0012,23,21,4,2011
2011-04-23 22:00:00,2,0,0,2,23.78,27.275,78,16.9979,23,22,4,2011
2011-04-23 23:00:00,2,0,0,2,22.14,25.76,88,11.0014,23,23,4,2011
2011-04-24 00:00:00,2,0,0,1,21.32,25.0,83,15.0013,24,0,4,2011
2011-04-24 01:00:00,2,0,0,1,20.5,24.24,88,12.998,24,1,4,2011
2011-04-24 02:00:00,2,0,0,1,20.5,24.24,88,12.998,24,2,4,2011
2011-04-24 03:00:00,2,0,0,1,20.5,24.24,94,6.0032,24,3,4,2011
2011-04-24 04:00:00,2,0,0,1,20.5,24.24,94,6.0032,24,4,4,2011
2011-04-24 05:00:00,2,0,0,1,20.5,24.24,94,6.0032,24,5,4,2011
2011-04-24 06:00:00,2,0,0,2,20.5,24.24,100,0.0,24,6,4,2011
2011-04-24 07:00:00,2,0,0,2,20.5,24.24,100,0.0,24,7,4,2011
2011-04-24 08:00:00,2,0,0,1,21.32,25.0,94,15.0013,24,8,4,2011
2011-04-24 09:00:00,2,0,0,1,22.96,26.515,88,16.9979,24,9,4,2011
2011-04-24 10:00:00,2,0,0,1,24.6,28.79,78,11.0014,24,10,4,2011
2011-04-24 11:00:00,2,0,0,1,27.06,31.06,65,8.9981,24,11,4,2011
2011-04-24 12:00:00,2,0,0,1,27.88,31.82,65,16.9979,24,12,4,2011
2011-04-24 13:00:00,2,0,0,1,28.7,32.575,58,19.0012,24,13,4,2011
2011-04-24 14:00:00,2,0,0,1,28.7,32.575,54,22.0028,24,14,4,2011
2011-04-24 15:00:00,2,0,0,1,27.06,31.06,61,16.9979,24,15,4,2011
2011-04-24 16:00:00,2,0,0,1,30.34,33.335,48,26.0027,24,16,4,2011
2011-04-24 17:00:00,2,0,0,1,27.06,31.06,65,19.9995,24,17,4,2011
2011-04-24 18:00:00,2,0,0,1,26.24,30.305,69,11.0014,24,18,4,2011
2011-04-24 19:00:00,2,0,0,3,24.6,28.03,83,19.0012,24,19,4,2011
2011-04-24 20:00:00,2,0,0,3,24.6,28.03,83,19.0012,24,20,4,2011
2011-04-24 21:00:00,2,0,0,3,22.14,25.76,94,11.0014,24,21,4,2011
2011-04-24 22:00:00,2,0,0,3,22.14,25.76,100,11.0014,24,22,4,2011
2011-04-24 23:00:00,2,0,0,3,22.14,25.76,100,6.0032,24,23,4,2011
2011-04-25 00:00:00,2,0,1,3,21.32,25.0,100,0.0,25,0,4,2011
2011-04-25 01:00:00,2,0,1,1,22.14,25.76,100,6.0032,25,1,4,2011
2011-04-25 02:00:00,2,0,1,1,22.14,25.76,100,6.0032,25,2,4,2011
2011-04-25 03:00:00,2,0,1,2,20.5,24.24,100,7.0015,25,3,4,2011
2011-04-25 04:00:00,2,0,1,2,21.32,25.0,100,0.0,25,4,4,2011
2011-04-25 05:00:00,2,0,1,2,18.86,22.725,100,0.0,25,5,4,2011
2011-04-25 06:00:00,2,0,1,2,20.5,24.24,100,0.0,25,6,4,2011
2011-04-25 07:00:00,2,0,1,2,21.32,25.0,100,6.0032,25,7,4,2011
2011-04-25 08:00:00,2,0,1,1,22.96,26.515,88,7.0015,25,8,4,2011
2011-04-25 09:00:00,2,0,1,1,24.6,28.03,83,8.9981,25,9,4,2011
2011-04-25 10:00:00,2,0,1,1,26.24,30.305,73,15.0013,25,10,4,2011
2011-04-25 11:00:00,2,0,1,1,26.24,30.305,73,15.0013,25,11,4,2011
2011-04-25 12:00:00,2,0,1,1,27.06,31.06,74,16.9979,25,12,4,2011
2011-04-25 13:00:00,2,0,1,1,28.7,32.575,65,15.0013,25,13,4,2011
2011-04-25 14:00:00,2,0,1,1,29.52,33.335,54,15.0013,25,14,4,2011
2011-04-25 15:00:00,2,0,1,1,30.34,33.335,51,15.0013,25,15,4,2011
2011-04-25 16:00:00,2,0,1,1,28.7,32.575,54,23.9994,25,16,4,2011
2011-04-25 17:00:00,2,0,1,1,28.7,32.575,54,19.9995,25,17,4,2011
2011-04-25 18:00:00,2,0,1,1,27.88,31.82,57,23.9994,25,18,4,2011
2011-04-25 19:00:00,2,0,1,1,27.06,31.06,57,22.0028,25,19,4,2011
2011-04-25 20:00:00,2,0,1,1,27.06,31.06,61,19.0012,25,20,4,2011
2011-04-25 21:00:00,2,0,1,1,25.42,30.305,69,16.9979,25,21,4,2011
2011-04-25 22:00:00,2,0,1,1,24.6,29.545,73,19.9995,25,22,4,2011
2011-04-25 23:00:00,2,0,1,1,23.78,27.275,78,19.0012,25,23,4,2011
2011-04-26 00:00:00,2,0,1,1,25.42,30.305,69,19.0012,26,0,4,2011
2011-04-26 01:00:00,2,0,1,1,25.42,29.545,73,19.0012,26,1,4,2011
2011-04-26 02:00:00,2,0,1,1,22.96,26.515,83,22.0028,26,2,4,2011
2011-04-26 03:00:00,2,0,1,1,22.14,25.76,88,19.0012,26,3,4,2011
2011-04-26 04:00:00,2,0,1,1,22.96,26.515,83,16.9979,26,4,4,2011
2011-04-26 05:00:00,2,0,1,1,22.14,25.76,88,16.9979,26,5,4,2011
2011-04-26 06:00:00,2,0,1,1,22.96,26.515,88,15.0013,26,6,4,2011
2011-04-26 07:00:00,2,0,1,1,23.78,27.275,83,19.9995,26,7,4,2011
2011-04-26 08:00:00,2,0,1,1,23.78,27.275,83,19.9995,26,8,4,2011
2011-04-26 09:00:00,2,0,1,1,26.24,30.305,73,23.9994,26,9,4,2011
2011-04-26 10:00:00,2,0,1,1,27.06,31.06,69,23.9994,26,10,4,2011
2011-04-26 11:00:00,2,0,1,1,27.88,31.82,65,26.0027,26,11,4,2011
2011-04-26 12:00:00,2,0,1,1,28.7,32.575,61,27.9993,26,12,4,2011
2011-04-26 13:00:00,2,0,1,1,30.34,33.335,51,30.0026,26,13,4,2011
2011-04-26 14:00:00,2,0,1,1,29.52,33.335,58,22.0028,26,14,4,2011
2011-04-26 15:00:00,2,0,1,1,28.7,32.575,61,23.9994,26,15,4,2011
2011-04-26 16:00:00,2,0,1,1,28.7,32.575,58,26.0027,26,16,4,2011
2011-04-26 17:00:00,2,0,1,1,27.88,31.82,61,23.9994,26,17,4,2011
2011-04-26 18:00:00,2,0,1,1,27.88,31.82,65,30.0026,26,18,4,2011
2011-04-26 19:00:00,2,0,1,1,26.24,30.305,73,27.9993,26,19,4,2011
2011-04-26 20:00:00,2,0,1,1,26.24,30.305,73,23.9994,26,20,4,2011
2011-04-26 21:00:00,2,0,1,1,25.42,29.545,78,19.0012,26,21,4,2011
2011-04-26 22:00:00,2,0,1,2,24.6,28.03,83,12.998,26,22,4,2011
2011-04-26 23:00:00,2,0,1,2,24.6,28.03,83,15.0013,26,23,4,2011
2011-04-27 00:00:00,2,0,1,1,24.6,28.03,83,15.0013,27,0,4,2011
2011-04-27 01:00:00,2,0,1,1,24.6,28.03,83,16.9979,27,1,4,2011
2011-04-27 02:00:00,2,0,1,1,23.78,27.275,88,16.9979,27,2,4,2011
2011-04-27 03:00:00,2,0,1,2,23.78,27.275,88,19.0012,27,3,4,2011
2011-04-27 04:00:00,2,0,1,1,22.96,26.515,94,15.0013,27,4,4,2011
2011-04-27 05:00:00,2,0,1,2,22.96,26.515,94,16.9979,27,5,4,2011
2011-04-27 06:00:00,2,0,1,1,22.96,26.515,94,16.9979,27,6,4,2011
2011-04-27 07:00:00,2,0,1,2,23.78,27.275,88,19.0012,27,7,4,2011
2011-04-27 08:00:00,2,0,1,2,23.78,27.275,88,22.0028,27,8,4,2011
2011-04-27 09:00:00,2,0,1,2,24.6,27.275,88,27.9993,27,9,4,2011
2011-04-27 10:00:00,2,0,1,2,25.42,28.79,83,19.0012,27,10,4,2011
2011-04-27 11:00:00,2,0,1,2,26.24,29.545,78,19.0012,27,11,4,2011
2011-04-27 12:00:00,2,0,1,1,27.06,30.305,78,22.0028,27,12,4,2011
2011-04-27 13:00:00,2,0,1,1,26.24,29.545,78,19.9995,27,13,4,2011
2011-04-27 14:00:00,2,0,1,1,27.88,31.82,74,19.0012,27,14,4,2011
2011-04-27 15:00:00,2,0,1,1,28.7,32.575,65,32.9975,27,15,4,2011
2011-04-27 16:00:00,2,0,1,1,28.7,32.575,70,26.0027,27,16,4,2011
2011-04-27 17:00:00,2,0,1,3,27.06,30.305,83,26.0027,27,17,4,2011
2011-04-27 18:00:00,2,0,1,3,27.06,30.305,83,26.0027,27,18,4,2011
2011-04-27 19:00:00,2,0,1,1,25.42,29.545,78,19.0012,27,19,4,2011
2011-04-27 20:00:00,2,0,1,1,26.24,28.79,83,22.0028,27,20,4,2011
2011-04-27 21:00:00,2,0,1,1,25.42,28.03,88,19.0012,27,21,4,2011
2011-04-27 22:00:00,2,0,1,2,25.42,28.03,88,22.0028,27,22,4,2011
2011-04-27 23:00:00,2,0,1,2,25.42,28.03,88,23.9994,27,23,4,2011
2011-04-28 00:00:00,2,0,1,1,26.24,29.545,78,23.9994,28,0,4,2011
2011-04-28 01:00:00,2,0,1,2,25.42,28.79,83,26.0027,28,1,4,2011
2011-04-28 02:00:00,2,0,1,2,25.42,28.79,83,30.0026,28,2,4,2011
2011-04-28 03:00:00,2,0,1,2,26.24,29.545,78,26.0027,28,3,4,2011
2011-04-28 04:00:00,2,0,1,2,25.42,28.79,83,27.9993,28,4,4,2011
2011-04-28 05:00:00,2,0,1,2,25.42,28.79,83,26.0027,28,5,4,2011
2011-04-28 06:00:00,2,0,1,2,26.24,29.545,78,31.0009,28,6,4,2011
2011-04-28 07:00:00,2,0,1,2,26.24,29.545,78,30.0026,28,7,4,2011
2011-04-28 08:00:00,2,0,1,2,27.06,30.305,78,30.0026,28,8,4,2011
2011-04-28 09:00:00,2,0,1,3,25.42,28.03,88,22.0028,28,9,4,2011
2011-04-28 10:00:00,2,0,1,2,25.42,28.03,88,19.0012,28,10,4,2011
2011-04-28 11:00:00,2,0,1,2,25.42,28.79,83,19.0012,28,11,4,2011
2011-04-28 12:00:00,2,0,1,2,25.42,29.545,78,16.9979,28,12,4,2011
2011-04-28 13:00:00,2,0,1,2,25.42,28.79,83,19.9995,28,13,4,2011
2011-04-28 14:00:00,2,0,1,1,25.42,28.79,83,19.9995,28,14,4,2011
2011-04-28 15:00:00,2,0,1,1,27.06,31.06,69,22.0028,28,15,4,2011
2011-04-28 16:00:00,2,0,1,1,25.42,29.545,78,16.9979,28,16,4,2011
2011-04-28 17:00:00,2,0,1,1,26.24,31.06,47,23.9994,28,17,4,2011
2011-04-28 18:00:00,2,0,1,1,26.24,31.06,47,23.9994,28,18,4,2011
2011-04-28 19:00:00,2,0,1,1,25.42,31.06,43,19.9995,28,19,4,2011
2011-04-28 20:00:00,2,0,1,1,23.78,27.275,43,15.0013,28,20,4,2011
2011-04-28 21:00:00,2,0,1,1,22.96,26.515,46,8.9981,28,21,4,2011
2011-04-28 22:00:00,2,0,1,1,22.14,25.76,45,11.0014,28,22,4,2011
2011-04-28 23:00:00,2,0,1,1,22.14,25.76,39,6.0032,28,23,4,2011
2011-04-29 00:00:00,2,0,1,1,21.32,25.0,39,19.0012,29,0,4,2011
2011-04-29 01:00:00,2,0,1,1,20.5,24.24,45,6.0032,29,1,4,2011
2011-04-29 02:00:00,2,0,1,1,18.86,22.725,63,7.0015,29,2,4,2011
2011-04-29 03:00:00,2,0,1,1,18.86,22.725,59,6.0032,29,3,4,2011
2011-04-29 04:00:00,2,0,1,1,18.86,22.725,51,8.9981,29,4,4,2011
2011-04-29 05:00:00,2,0,1,1,18.86,22.725,47,8.9981,29,5,4,2011
2011-04-29 06:00:00,2,0,1,1,20.5,24.24,45,19.0012,29,6,4,2011
2011-04-29 07:00:00,2,0,1,1,21.32,25.0,42,12.998,29,7,4,2011
2011-04-29 08:00:00,2,0,1,1,22.14,25.76,39,19.9995,29,8,4,2011
2011-04-29 09:00:00,2,0,1,1,22.14,25.76,39,22.0028,29,9,4,2011
2011-04-29 10:00:00,2,0,1,1,22.96,26.515,40,19.0012,29,10,4,2011
2011-04-29 11:00:00,2,0,1,1,24.6,31.06,38,15.0013,29,11,4,2011
2011-04-29 12:00:00,2,0,1,1,22.96,26.515,37,19.0012,29,12,4,2011
2011-04-29 13:00:00,2,0,1,1,22.96,26.515,37,19.9995,29,13,4,2011
2011-04-29 14:00:00,2,0,1,1,24.6,31.06,35,22.0028,29,14,4,2011
2011-04-29 15:00:00,2,0,1,2,22.96,26.515,40,19.9995,29,15,4,2011
2011-04-29 16:00:00,2,0,1,2,22.14,25.76,42,23.9994,29,16,4,2011
2011-04-29 17:00:00,2,0,1,2,21.32,25.0,45,26.0027,29,17,4,2011
2011-04-29 18:00:00,2,0,1,1,21.32,25.0,48,23.9994,29,18,4,2011
2011-04-29 19:00:00,2,0,1,1,18.86,22.725,55,22.0028,29,19,4,2011
2011-04-29 20:00:00,2,0,1,1,19.68,23.485,48,15.0013,29,20,4,2011
2011-04-29 21:00:00,2,0,1,1,18.86,22.725,51,12.998,29,21,4,2011
2011-04-29 22:00:00,2,0,1,1,17.22,21.21,58,11.0014,29,22,4,2011
2011-04-29 23:00:00,2,0,1,2,18.04,21.97,54,6.0032,29,23,4,2011
2011-04-30 00:00:00,2,0,0,2,18.04,21.97,54,16.9979,30,0,4,2011
2011-04-30 01:00:00,2,0,0,2,18.04,21.97,54,11.0014,30,1,4,2011
2011-04-30 02:00:00,2,0,0,2,18.04,21.97,54,15.0013,30,2,4,2011
2011-04-30 03:00:00,2,0,0,2,17.22,21.21,54,12.998,30,3,4,2011
2011-04-30 04:00:00,2,0,0,2,17.22,21.21,54,15.0013,30,4,4,2011
2011-04-30 05:00:00,2,0,0,1,17.22,21.21,54,26.0027,30,5,4,2011
2011-04-30 06:00:00,2,0,0,1,16.4,20.455,58,19.0012,30,6,4,2011
2011-04-30 07:00:00,2,0,0,1,16.4,20.455,54,26.0027,30,7,4,2011
2011-04-30 08:00:00,2,0,0,1,16.4,20.455,54,19.9995,30,8,4,2011
2011-04-30 09:00:00,2,0,0,1,18.04,21.97,51,23.9994,30,9,4,2011
2011-04-30 10:00:00,2,0,0,1,19.68,23.485,44,26.0027,30,10,4,2011
2011-04-30 11:00:00,2,0,0,1,20.5,24.24,42,23.9994,30,11,4,2011
2011-04-30 12:00:00,2,0,0,1,21.32,25.0,42,26.0027,30,12,4,2011
2011-04-30 13:00:00,2,0,0,1,22.14,25.76,39,19.9995,30,13,4,2011
2011-04-30 14:00:00,2,0,0,1,22.14,25.76,39,15.0013,30,14,4,2011
2011-04-30 15:00:00,2,0,0,1,22.96,26.515,37,8.9981,30,15,4,2011
2011-04-30 16:00:00,2,0,0,1,23.78,27.275,37,12.998,30,16,4,2011
2011-04-30 17:00:00,2,0,0,1,22.96,26.515,43,8.9981,30,17,4,2011
2011-04-30 18:00:00,2,0,0,1,22.14,25.76,43,8.9981,30,18,4,2011
2011-04-30 19:00:00,2,0,0,1,22.14,25.76,43,8.9981,30,19,4,2011
2011-04-30 20:00:00,2,0,0,1,18.04,21.97,62,8.9981,30,20,4,2011
2011-04-30 21:00:00,2,0,0,1,18.04,21.97,62,8.9981,30,21,4,2011
2011-04-30 22:00:00,2,0,0,1,18.04,21.97,67,7.0015,30,22,4,2011
2011-04-30 23:00:00,2,0,0,1,18.04,21.97,67,7.0015,30,23,4,2011
2011-05-20 00:00:00,2,0,1,1,18.86,22.725,94,6.0032,20,0,5,2011
2011-05-20 01:00:00,2,0,1,1,18.86,22.725,100,0.0,20,1,5,2011
2011-05-20 02:00:00,2,0,1,1,18.04,21.97,100,6.0032,20,2,5,2011
2011-05-20 03:00:00,2,0,1,1,18.04,21.97,100,0.0,20,3,5,2011
2011-05-20 04:00:00,2,0,1,1,18.04,21.97,94,6.0032,20,4,5,2011
2011-05-20 05:00:00,2,0,1,1,18.04,21.97,94,7.0015,20,5,5,2011
2011-05-20 06:00:00,2,0,1,1,18.86,22.725,88,7.0015,20,6,5,2011
2011-05-20 07:00:00,2,0,1,1,20.5,24.24,77,11.0014,20,7,5,2011
2011-05-20 08:00:00,2,0,1,1,22.14,25.76,68,0.0,20,8,5,2011
2011-05-20 09:00:00,2,0,1,1,22.14,25.76,68,15.0013,20,9,5,2011
2011-05-20 10:00:00,2,0,1,1,22.96,26.515,64,12.998,20,10,5,2011
2011-05-20 11:00:00,2,0,1,2,23.78,27.275,60,12.998,20,11,5,2011
2011-05-20 12:00:00,2,0,1,2,24.6,31.06,56,16.9979,20,12,5,2011
2011-05-20 13:00:00,2,0,1,3,24.6,31.06,56,19.0012,20,13,5,2011
2011-05-20 14:00:00,2,0,1,1,25.42,31.06,53,15.0013,20,14,5,2011
2011-05-20 15:00:00,2,0,1,2,24.6,31.06,56,12.998,20,15,5,2011
2011-05-20 16:00:00,2,0,1,2,24.6,31.06,53,11.0014,20,16,5,2011
2011-05-20 17:00:00,2,0,1,1,25.42,31.06,53,0.0,20,17,5,2011
2011-05-20 18:00:00,2,0,1,1,24.6,31.06,56,11.0014,20,18,5,2011
2011-05-20 19:00:00,2,0,1,1,23.78,27.275,64,6.0032,20,19,5,2011
2011-05-20 20:00:00,2,0,1,1,23.78,27.275,64,7.0015,20,20,5,2011
2011-05-20 21:00:00,2,0,1,1,22.96,26.515,64,7.0015,20,21,5,2011
2011-05-20 22:00:00,2,0,1,1,22.14,25.76,73,0.0,20,22,5,2011
2011-05-20 23:00:00,2,0,1,1,21.32,25.0,72,11.0014,20,23,5,2011
2011-05-21 00:00:00,2,0,0,1,21.32,25.0,77,7.0015,21,0,5,2011
2011-05-21 01:00:00,2,0,0,1,21.32,25.0,72,0.0,21,1,5,2011
2011-05-21 02:00:00,2,0,0,1,21.32,25.0,72,7.0015,21,2,5,2011
2011-05-21 03:00:00,2,0,0,1,19.68,23.485,82,7.0015,21,3,5,2011
2011-05-21 04:00:00,2,0,0,1,18.86,22.725,88,8.9981,21,4,5,2011
2011-05-21 05:00:00,2,0,0,1,18.86,22.725,88,7.0015,21,5,5,2011
2011-05-21 06:00:00,2,0,0,1,20.5,24.24,82,8.9981,21,6,5,2011
2011-05-21 07:00:00,2,0,0,1,22.14,25.76,73,8.9981,21,7,5,2011
2011-05-21 08:00:00,2,0,0,1,22.96,26.515,68,19.0012,21,8,5,2011
2011-05-21 09:00:00,2,0,0,1,24.6,30.305,64,15.0013,21,9,5,2011
2011-05-21 10:00:00,2,0,0,1,25.42,30.305,61,7.0015,21,10,5,2011
2011-05-21 11:00:00,2,0,0,1,26.24,31.06,53,8.9981,21,11,5,2011
2011-05-21 12:00:00,2,0,0,1,27.06,31.06,50,0.0,21,12,5,2011
2011-05-21 13:00:00,2,0,0,1,28.7,31.82,45,0.0,21,13,5,2011
2011-05-21 14:00:00,2,0,0,1,29.52,32.575,42,0.0,21,14,5,2011
2011-05-21 15:00:00,2,0,0,1,29.52,32.575,45,16.9979,21,15,5,2011
2011-05-21 16:00:00,2,0,0,2,29.52,32.575,39,16.9979,21,16,5,2011
2011-05-21 17:00:00,2,0,0,2,29.52,32.575,42,11.0014,21,17,5,2011
2011-05-21 18:00:00,2,0,0,2,28.7,31.82,45,11.0014,21,18,5,2011
2011-05-21 19:00:00,2,0,0,1,27.88,31.82,47,11.0014,21,19,5,2011
2011-05-21 20:00:00,2,0,0,1,25.42,30.305,61,0.0,21,20,5,2011
2011-05-21 21:00:00,2,0,0,1,25.42,30.305,61,7.0015,21,21,5,2011
2011-05-21 22:00:00,2,0,0,1,24.6,29.545,69,8.9981,21,22,5,2011
2011-05-21 23:00:00,2,0,0,1,23.78,27.275,78,6.0032,21,23,5,2011
2011-05-22 00:00:00,2,0,0,1,22.14,25.76,88,11.0014,22,0,5,2011
2011-05-22 01:00:00,2,0,0,1,21.32,25.0,94,8.9981,22,1,5,2011
2011-05-22 02:00:00,2,0,0,1,21.32,25.0,94,7.0015,22,2,5,2011
2011-05-22 03:00:00,2,0,0,1,20.5,24.24,100,7.0015,22,3,5,2011
2011-05-22 04:00:00,2,0,0,1,20.5,24.24,100,0.0,22,4,5,2011
2011-05-22 05:00:00,2,0,0,1,20.5,24.24,100,7.0015,22,5,5,2011
2011-05-22 06:00:00,2,0,0,1,21.32,25.0,94,7.0015,22,6,5,2011
2011-05-22 07:00:00,2,0,0,1,22.14,25.76,88,7.0015,22,7,5,2011
2011-05-22 08:00:00,2,0,0,1,24.6,29.545,73,6.0032,22,8,5,2011
2011-05-22 09:00:00,2,0,0,1,25.42,30.305,69,7.0015,22,9,5,2011
2011-05-22 10:00:00,2,0,0,1,26.24,30.305,65,8.9981,22,10,5,2011
2011-05-22 11:00:00,2,0,0,1,28.7,32.575,54,12.998,22,11,5,2011
2011-05-22 12:00:00,2,0,0,2,29.52,33.335,51,12.998,22,12,5,2011
2011-05-22 13:00:00,2,0,0,2,27.06,31.06,54,15.0013,22,13,5,2011
2011-05-22 14:00:00,2,0,0,3,25.42,30.305,69,12.998,22,14,5,2011
2011-05-22 15:00:00,2,0,0,2,27.06,31.06,61,11.0014,22,15,5,2011
2011-05-22 16:00:00,2,0,0,1,27.88,31.82,61,8.9981,22,16,5,2011
2011-05-22 17:00:00,2,0,0,1,28.7,32.575,58,16.9979,22,17,5,2011
2011-05-22 18:00:00,2,0,0,1,27.06,31.06,61,15.0013,22,18,5,2011
2011-05-22 19:00:00,2,0,0,1,27.06,31.06,61,12.998,22,19,5,2011
2011-05-22 20:00:00,2,0,0,1,26.24,30.305,65,11.0014,22,20,5,2011
2011-05-22 21:00:00,2,0,0,1,25.42,29.545,73,12.998,22,21,5,2011
2011-05-22 22:00:00,2,0,0,1,24.6,28.03,83,8.9981,22,22,5,2011
2011-05-22 23:00:00,2,0,0,2,23.78,27.275,83,8.9981,22,23,5,2011
2011-05-23 00:00:00,2,0,1,2,22.96,26.515,88,8.9981,23,0,5,2011
2011-05-23 01:00:00,2,0,1,1,22.96,26.515,88,7.0015,23,1,5,2011
2011-05-23 02:00:00,2,0,1,3,22.96,26.515,88,11.0014,23,2,5,2011
